"type"	"feature"	"n"	"log_odds_weighted"
"28"	"ennius_narrative"	"MORPH_VERBFORM_SUP"	1	0.103719353893023
"29"	"ennius_narrative"	"MORPH_VOICE_ACT"	150	-0.0792972081829766
"30"	"ennius_narrative"	"MORPH_VOICE_PASS"	61	-0.005124197544104
"31"	"ennius_narrative"	"POS_ADJ"	116	-0.0293856365165565
"32"	"ennius_narrative"	"POS_ADP"	60	0.16131802938169
"33"	"ennius_narrative"	"POS_ADV"	65	0.043017947852566
"34"	"ennius_narrative"	"POS_AUX"	16	0.0760720321004186
"35"	"ennius_narrative"	"POS_CCONJ"	79	-0.127503031609777
"36"	"ennius_narrative"	"POS_DET"	36	-0.110528970375803
"37"	"ennius_narrative"	"POS_INTJ"	3	0.00618699670496318
"38"	"ennius_narrative"	"POS_NOUN"	296	-0.044302343879811
"39"	"ennius_narrative"	"POS_PART"	11	-0.00681464127716737
"40"	"ennius_narrative"	"POS_PRON"	53	0.165725878415082
"41"	"ennius_narrative"	"POS_PROPN"	90	0.249760740753108
"42"	"ennius_narrative"	"POS_SCONJ"	23	0.0499802891375896
"43"	"ennius_narrative"	"POS_VERB"	212	-0.0672696348174766
"44"	"ennius_speech"	"MORPH_CASE_ABL"	14	-0.0105436550856922
"45"	"ennius_speech"	"MORPH_CASE_ACC"	26	0.00513567159620217
"46"	"ennius_speech"	"MORPH_CASE_DAT"	2	-0.0135354475029075
"47"	"ennius_speech"	"MORPH_CASE_GEN"	3	-0.0223144532764051
"48"	"ennius_speech"	"MORPH_CASE_LOC"	0	-0.00312714050923889
"49"	"ennius_speech"	"MORPH_CASE_NOM"	26	0.0131986330036634
"50"	"ennius_speech"	"MORPH_CASE_VOC"	5	0.117640252453715
"51"	"ennius_speech"	"MORPH_GENDER_FEM"	19	-0.0185026748459568
"52"	"ennius_speech"	"MORPH_GENDER_MASC"	29	-0.00139065369020964
"53"	"ennius_speech"	"MORPH_GENDER_NEUT"	20	0.00673379132513536
"54"	"ennius_speech"	"MORPH_MOOD_GDV"	1	0.0366720170287022
"55"	"ennius_speech"	"MORPH_MOOD_GER"	0	-0.00675696049202892
"56"	"ennius_speech"	"MORPH_MOOD_IMP"	0	-0.0173694045046601
"57"	"ennius_speech"	"MORPH_MOOD_IND"	13	-0.00783161502222939
"58"	"ennius_speech"	"MORPH_MOOD_SUB"	1	-0.0119895036429823
"59"	"ennius_speech"	"MORPH_NUMBER_PLUR"	18	-0.0424812279511982
"60"	"ennius_speech"	"MORPH_NUMBER_SING"	72	0.0294848917513578
"61"	"ennius_speech"	"MORPH_PERSON_1"	7	0.0572453075289869
"62"	"ennius_speech"	"MORPH_PERSON_2"	5	0.025897763377337
"63"	"ennius_speech"	"MORPH_PERSON_3"	10	-0.0214329786057492
"64"	"ennius_speech"	"MORPH_TENSE_FUT"	1	-0.0036272712528309
"65"	"ennius_speech"	"MORPH_TENSE_PAST"	16	0.0350480339304989
"66"	"ennius_speech"	"MORPH_TENSE_PQP"	0	-0.0138313593340641
"67"	"ennius_speech"	"MORPH_TENSE_PRES"	10	-0.0279849481427581
"68"	"ennius_speech"	"MORPH_VERBFORM_FIN"	14	-0.0154640047460918
"69"	"ennius_speech"	"MORPH_VERBFORM_INF"	7	0.0473557655571724
"70"	"ennius_speech"	"MORPH_VERBFORM_PART"	6	-0.0108734790362549
"71"	"ennius_speech"	"MORPH_VERBFORM_SUP"	0	-0.00257516432106753
"72"	"ennius_speech"	"MORPH_VOICE_ACT"	20	0.00254119101550288
"73"	"ennius_speech"	"MORPH_VOICE_PASS"	7	-0.000730022326200034
"74"	"ennius_speech"	"POS_ADJ"	9	-0.0249630069766546
"75"	"ennius_speech"	"POS_ADP"	7	0.0193890134596299
"76"	"ennius_speech"	"POS_ADV"	5	-0.012475845591974
"77"	"ennius_speech"	"POS_AUX"	0	-0.0205412261985161
"78"	"ennius_speech"	"POS_CCONJ"	9	-0.0151885010626161
"79"	"ennius_speech"	"POS_DET"	10	0.0315541695324038
"80"	"ennius_speech"	"POS_INTJ"	4	0.11677325263219
"81"	"ennius_speech"	"POS_NOUN"	38	0.00774118107831734
"82"	"ennius_speech"	"POS_PART"	1	-0.00497794516824974
"83"	"ennius_speech"	"POS_PRON"	9	0.0454748726616415
"84"	"ennius_speech"	"POS_PROPN"	4	-0.0172209248660993
"85"	"ennius_speech"	"POS_SCONJ"	1	-0.0144577454055007
"86"	"ennius_speech"	"POS_VERB"	27	0.00189950510984625
"87"	"Valerius Flaccus_narrative"	"MORPH_CASE_ABL"	3525	0.384894692730619
"88"	"Valerius Flaccus_narrative"	"MORPH_CASE_ACC"	5262	0.195536747966725
"89"	"Valerius Flaccus_narrative"	"MORPH_CASE_DAT"	586	-1.19611657301476
"90"	"Valerius Flaccus_narrative"	"MORPH_CASE_GEN"	1312	0.334457234310754
"91"	"Valerius Flaccus_narrative"	"MORPH_CASE_LOC"	1	-0.537146620114705
"92"	"Valerius Flaccus_narrative"	"MORPH_CASE_NOM"	5075	1.0877875644143
"93"	"Valerius Flaccus_narrative"	"MORPH_CASE_VOC"	55	-1.16884518169624
"94"	"Valerius Flaccus_narrative"	"MORPH_GENDER_FEM"	5274	0.963513737323338
"95"	"Valerius Flaccus_narrative"	"MORPH_GENDER_MASC"	6695	1.66042807145687
"96"	"Valerius Flaccus_narrative"	"MORPH_GENDER_NEUT"	3655	-1.02689436299972
"97"	"Valerius Flaccus_narrative"	"MORPH_MOOD_GDV"	22	-0.569690186199905
"98"	"Valerius Flaccus_narrative"	"MORPH_MOOD_GER"	6	-1.09858010264097
"99"	"Valerius Flaccus_narrative"	"MORPH_MOOD_IMP"	66	-2.34303580039962
"100"	"Valerius Flaccus_narrative"	"MORPH_MOOD_IND"	3135	0.229605513988556
"101"	"Valerius Flaccus_narrative"	"MORPH_MOOD_SUB"	287	-1.4864982007287
"102"	"Valerius Flaccus_narrative"	"MORPH_NUMBER_PLUR"	6587	0.766297186711261
"103"	"Valerius Flaccus_narrative"	"MORPH_NUMBER_SING"	12717	-0.362977427185272
"104"	"Valerius Flaccus_narrative"	"MORPH_PERSON_1"	60	-4.84792028961409
"105"	"Valerius Flaccus_narrative"	"MORPH_PERSON_2"	208	-3.80727512753791
"106"	"Valerius Flaccus_narrative"	"MORPH_PERSON_3"	3396	1.70377445677891
"107"	"Valerius Flaccus_narrative"	"MORPH_TENSE_FUT"	101	-2.47844538662776
"108"	"Valerius Flaccus_narrative"	"MORPH_TENSE_PAST"	1759	-1.96935027787658
"109"	"Valerius Flaccus_narrative"	"MORPH_TENSE_PQP"	144	0.454673387901192
"110"	"Valerius Flaccus_narrative"	"MORPH_TENSE_PRES"	3583	0.914142321165769
"111"	"Valerius Flaccus_narrative"	"MORPH_VERBFORM_FIN"	3488	-0.856570750895415
"112"	"Valerius Flaccus_narrative"	"MORPH_VERBFORM_INF"	445	-1.34389664814511
"113"	"Valerius Flaccus_narrative"	"MORPH_VERBFORM_PART"	1654	0.256322284557773
"114"	"Valerius Flaccus_narrative"	"MORPH_VERBFORM_SUP"	4	-0.0374275132444286
"115"	"Valerius Flaccus_narrative"	"MORPH_VOICE_ACT"	4193	0.386315223277161
"116"	"Valerius Flaccus_narrative"	"MORPH_VOICE_PASS"	1346	-1.02667224169495
"117"	"Valerius Flaccus_narrative"	"POS_ADJ"	3319	1.6946881285652
"118"	"Valerius Flaccus_narrative"	"POS_ADP"	994	0.0205011680992275
"119"	"Valerius Flaccus_narrative"	"POS_ADV"	1706	1.86010053012427
"120"	"Valerius Flaccus_narrative"	"POS_AUX"	48	-3.44993823151468
"121"	"Valerius Flaccus_narrative"	"POS_CCONJ"	2798	1.55518083417298
"122"	"Valerius Flaccus_narrative"	"POS_DET"	1182	-0.35715072135729
"123"	"Valerius Flaccus_narrative"	"POS_INTJ"	37	-0.955331636883961
"124"	"Valerius Flaccus_narrative"	"POS_NOUN"	7569	0.134023154817178
"125"	"Valerius Flaccus_narrative"	"POS_PART"	234	-0.667701722235841
"126"	"Valerius Flaccus_narrative"	"POS_PRON"	527	-2.7862241803616
"127"	"Valerius Flaccus_narrative"	"POS_PROPN"	1570	1.54957067339964
"128"	"Valerius Flaccus_narrative"	"POS_SCONJ"	422	-0.449902572270762
"129"	"Valerius Flaccus_narrative"	"POS_VERB"	5504	-0.326638508490184
"130"	"Valerius Flaccus_speech"	"MORPH_CASE_ABL"	1368	-1.58247475109047
"131"	"Valerius Flaccus_speech"	"MORPH_CASE_ACC"	2740	0.525903633672875
"132"	"Valerius Flaccus_speech"	"MORPH_CASE_DAT"	570	2.08592444277949
"133"	"Valerius Flaccus_speech"	"MORPH_CASE_GEN"	631	-0.00483768869691701
"134"	"Valerius Flaccus_speech"	"MORPH_CASE_LOC"	1	-0.221684312052889
"135"	"Valerius Flaccus_speech"	"MORPH_CASE_NOM"	2401	0.037300708506666
"136"	"Valerius Flaccus_speech"	"MORPH_CASE_VOC"	94	1.10544750749905
"137"	"Valerius Flaccus_speech"	"MORPH_GENDER_FEM"	2511	0.0254552924194135
"138"	"Valerius Flaccus_speech"	"MORPH_GENDER_MASC"	2903	-0.682437455484989
"139"	"Valerius Flaccus_speech"	"MORPH_GENDER_NEUT"	1865	-0.348060042619264
"140"	"Valerius Flaccus_speech"	"MORPH_MOOD_GDV"	18	0.0140659022641229
"141"	"Valerius Flaccus_speech"	"MORPH_MOOD_GER"	9	-0.273998404431836
"142"	"Valerius Flaccus_speech"	"MORPH_MOOD_IMP"	291	3.5619324453511
"143"	"Valerius Flaccus_speech"	"MORPH_MOOD_IND"	1192	-1.66435406074741
"144"	"Valerius Flaccus_speech"	"MORPH_MOOD_SUB"	375	2.21687458804452
"145"	"Valerius Flaccus_speech"	"MORPH_NUMBER_PLUR"	3349	0.599971181837403
"146"	"Valerius Flaccus_speech"	"MORPH_NUMBER_SING"	6317	-0.264355561529843
"147"	"Valerius Flaccus_speech"	"MORPH_PERSON_1"	692	5.36704363753866
"148"	"Valerius Flaccus_speech"	"MORPH_PERSON_2"	771	5.3266083971941
"149"	"Valerius Flaccus_speech"	"MORPH_PERSON_3"	956	-2.69209379028441
"150"	"Valerius Flaccus_speech"	"MORPH_TENSE_FUT"	240	1.78290183663175
"151"	"Valerius Flaccus_speech"	"MORPH_TENSE_PAST"	760	-1.67633431688437
"152"	"Valerius Flaccus_speech"	"MORPH_TENSE_PQP"	27	-0.807209410347327
"153"	"Valerius Flaccus_speech"	"MORPH_TENSE_PRES"	1670	-0.0775143540363709
"154"	"Valerius Flaccus_speech"	"MORPH_VERBFORM_FIN"	1858	0.0788785484918382
"155"	"Valerius Flaccus_speech"	"MORPH_VERBFORM_INF"	315	0.322041725734999
"156"	"Valerius Flaccus_speech"	"MORPH_VERBFORM_PART"	524	-1.83262876445008
"157"	"Valerius Flaccus_speech"	"MORPH_VERBFORM_SUP"	0	-0.266743643214652
"158"	"Valerius Flaccus_speech"	"MORPH_VOICE_ACT"	1995	-0.213751182141864
"159"	"Valerius Flaccus_speech"	"MORPH_VOICE_PASS"	594	-1.04675323423432
"160"	"Valerius Flaccus_speech"	"POS_ADJ"	1282	-0.962135996641856
"161"	"Valerius Flaccus_speech"	"POS_ADP"	387	-0.890270117039916
"162"	"Valerius Flaccus_speech"	"POS_ADV"	974	1.79002829117569
"163"	"Valerius Flaccus_speech"	"POS_AUX"	108	-0.438661547722016
"164"	"Valerius Flaccus_speech"	"POS_CCONJ"	1207	-0.209926254399803
"165"	"Valerius Flaccus_speech"	"POS_DET"	1058	3.28973310469132
"166"	"Valerius Flaccus_speech"	"POS_INTJ"	108	2.29951900607278
"167"	"Valerius Flaccus_speech"	"POS_NOUN"	3593	-0.524919329428644
"168"	"Valerius Flaccus_speech"	"POS_PART"	201	0.962795036551586
"169"	"Valerius Flaccus_speech"	"POS_PRON"	872	4.01465625469737
"170"	"Valerius Flaccus_speech"	"POS_PROPN"	530	-1.01353455039835
"171"	"Valerius Flaccus_speech"	"POS_SCONJ"	269	0.474273229954979
"172"	"Valerius Flaccus_speech"	"POS_VERB"	2564	-0.833567579335428
"173"	"gnaeus_naevius_narrative"	"MORPH_CASE_ABL"	78	-0.100113678060724
"174"	"gnaeus_naevius_narrative"	"MORPH_CASE_ACC"	156	0.0192888340716981
"175"	"gnaeus_naevius_narrative"	"MORPH_CASE_DAT"	10	-0.104970518795248
"176"	"gnaeus_naevius_narrative"	"MORPH_CASE_GEN"	60	0.17387742343775
"177"	"gnaeus_naevius_narrative"	"MORPH_CASE_LOC"	2	0.188556165953555
"178"	"gnaeus_naevius_narrative"	"MORPH_CASE_NOM"	128	-0.0430802610073946
"179"	"gnaeus_naevius_narrative"	"MORPH_CASE_VOC"	7	0.105506465620617
"180"	"gnaeus_naevius_narrative"	"MORPH_GENDER_FEM"	126	-0.0754828654658879
"181"	"gnaeus_naevius_narrative"	"MORPH_GENDER_MASC"	219	0.138356909523468
"182"	"gnaeus_naevius_narrative"	"MORPH_GENDER_NEUT"	91	-0.0959591645177918
"183"	"gnaeus_naevius_narrative"	"MORPH_MOOD_GDV"	1	-0.00115246263717755
"184"	"gnaeus_naevius_narrative"	"MORPH_MOOD_GER"	0	-0.04132852037241
"185"	"gnaeus_naevius_narrative"	"MORPH_MOOD_IMP"	9	0.062753245021315
"186"	"gnaeus_naevius_narrative"	"MORPH_MOOD_IND"	100	0.0513772267280419
"187"	"gnaeus_naevius_narrative"	"MORPH_MOOD_SUB"	12	0.00346957911657486
"188"	"gnaeus_naevius_narrative"	"MORPH_NUMBER_PLUR"	167	-0.0607170382687246
"189"	"gnaeus_naevius_narrative"	"MORPH_NUMBER_SING"	408	0.0935618569971077
"190"	"gnaeus_naevius_narrative"	"MORPH_PERSON_1"	2	-0.142311494401819
"191"	"gnaeus_naevius_narrative"	"MORPH_PERSON_2"	12	-0.04803259466482
"192"	"gnaeus_naevius_narrative"	"MORPH_PERSON_3"	112	0.11776752147316
"193"	"gnaeus_naevius_narrative"	"MORPH_TENSE_FUT"	6	-0.024176169872108
"194"	"gnaeus_naevius_narrative"	"MORPH_TENSE_PAST"	49	-0.0706751490473704
"195"	"gnaeus_naevius_narrative"	"MORPH_TENSE_PQP"	3	-0.0139556722189638
"196"	"gnaeus_naevius_narrative"	"MORPH_TENSE_PRES"	96	-0.00905183039911705
"197"	"gnaeus_naevius_narrative"	"MORPH_VERBFORM_FIN"	121	0.0634218985085349
"198"	"gnaeus_naevius_narrative"	"MORPH_VERBFORM_INF"	12	-0.0502414278948877
"199"	"gnaeus_naevius_narrative"	"MORPH_VERBFORM_PART"	21	-0.170713041898532
"200"	"gnaeus_naevius_narrative"	"MORPH_VERBFORM_SUP"	0	-0.0157508327782878
"201"	"gnaeus_naevius_narrative"	"MORPH_VOICE_ACT"	119	0.000888455944249068
"202"	"gnaeus_naevius_narrative"	"MORPH_VOICE_PASS"	24	-0.133809532178452
"203"	"gnaeus_naevius_narrative"	"POS_ADJ"	80	-0.0292724277523673
"204"	"gnaeus_naevius_narrative"	"POS_ADP"	49	0.170206068015051
"205"	"gnaeus_naevius_narrative"	"POS_ADV"	49	0.052821971906976
"206"	"gnaeus_naevius_narrative"	"POS_AUX"	11	0.0492853020418783
"207"	"gnaeus_naevius_narrative"	"POS_CCONJ"	30	-0.227733610622108
"208"	"gnaeus_naevius_narrative"	"POS_DET"	33	-0.0202118870975402
"209"	"gnaeus_naevius_narrative"	"POS_INTJ"	2	0.000755402174451868
"210"	"gnaeus_naevius_narrative"	"POS_NOUN"	210	-0.0264823922152907
"211"	"gnaeus_naevius_narrative"	"POS_PART"	4	-0.0638651027880939
"212"	"gnaeus_naevius_narrative"	"POS_PRON"	22	-0.022552565829602
"213"	"gnaeus_naevius_narrative"	"POS_PROPN"	117	0.563436652254211
"214"	"gnaeus_naevius_narrative"	"POS_SCONJ"	13	-0.00407041928657597
"215"	"gnaeus_naevius_narrative"	"POS_VERB"	143	-0.0710049770723197
"216"	"Ovid_narrative"	"MORPH_CASE_ABL"	6895	-0.189785530458288
"217"	"Ovid_narrative"	"MORPH_CASE_ACC"	9947	-2.01034550947617
"218"	"Ovid_narrative"	"MORPH_CASE_DAT"	1141	-2.71252970880247
"219"	"Ovid_narrative"	"MORPH_CASE_GEN"	2348	-1.42719884534286
"220"	"Ovid_narrative"	"MORPH_CASE_LOC"	7	-0.56353608402529
"221"	"Ovid_narrative"	"MORPH_CASE_NOM"	9260	-1.50865655577842
"222"	"Ovid_narrative"	"MORPH_CASE_VOC"	130	-1.81642271165887
"223"	"Ovid_narrative"	"MORPH_GENDER_FEM"	10447	1.16753719093307
"224"	"Ovid_narrative"	"MORPH_GENDER_MASC"	11051	-4.87228062500073
"225"	"Ovid_narrative"	"MORPH_GENDER_NEUT"	7698	-0.690896262178181
"226"	"Ovid_narrative"	"MORPH_MOOD_GDV"	67	-0.182549570209549
"227"	"Ovid_narrative"	"MORPH_MOOD_GER"	74	0.634339666183862
"228"	"Ovid_narrative"	"MORPH_MOOD_IMP"	153	-4.22004855413653
"229"	"Ovid_narrative"	"MORPH_MOOD_IND"	7487	5.69678754718044
"230"	"Ovid_narrative"	"MORPH_MOOD_SUB"	786	-0.378111995350818
"231"	"Ovid_narrative"	"MORPH_NUMBER_PLUR"	11764	-3.49270699325645
"232"	"Ovid_narrative"	"MORPH_NUMBER_SING"	26399	1.10816287624637
"233"	"Ovid_narrative"	"MORPH_PERSON_1"	502	-5.16144583475501
"234"	"Ovid_narrative"	"MORPH_PERSON_2"	622	-5.32602515824725
"235"	"Ovid_narrative"	"MORPH_PERSON_3"	7800	7.63174054711436
"236"	"Ovid_narrative"	"MORPH_TENSE_FUT"	393	-1.94551560647236
"237"	"Ovid_narrative"	"MORPH_TENSE_PAST"	5379	6.07450613163787
"238"	"Ovid_narrative"	"MORPH_TENSE_PQP"	408	3.44842166647927
"239"	"Ovid_narrative"	"MORPH_TENSE_PRES"	6732	-0.381345307364695
"240"	"Ovid_narrative"	"MORPH_VERBFORM_FIN"	8427	4.11501662535422
"241"	"Ovid_narrative"	"MORPH_VERBFORM_INF"	1174	0.213688863054194
"242"	"Ovid_narrative"	"MORPH_VERBFORM_PART"	3312	0.340655885922323
"243"	"Ovid_narrative"	"MORPH_VERBFORM_SUP"	2	-0.788028427229152
"244"	"Ovid_narrative"	"MORPH_VOICE_ACT"	8469	0.782753427264857
"245"	"Ovid_narrative"	"MORPH_VOICE_PASS"	3251	1.41536421313062
"246"	"Ovid_narrative"	"POS_ADJ"	5257	-3.34379384494342
"247"	"Ovid_narrative"	"POS_ADP"	2150	1.16621517034813
"248"	"Ovid_narrative"	"POS_ADV"	2590	-1.94856569041431
"249"	"Ovid_narrative"	"POS_AUX"	1194	9.47471062992213
"250"	"Ovid_narrative"	"POS_CCONJ"	5123	0.412645035191837
"251"	"Ovid_narrative"	"POS_DET"	2606	0.856692995071002
"252"	"Ovid_narrative"	"POS_INTJ"	60	-2.29656366922529
"253"	"Ovid_narrative"	"POS_NOUN"	14624	-1.71220267615682
"254"	"Ovid_narrative"	"POS_PART"	551	-0.144910437733781
"255"	"Ovid_narrative"	"POS_PRON"	1545	-1.35117410288119
"256"	"Ovid_narrative"	"POS_PROPN"	2280	-2.95892526347308
"257"	"Ovid_narrative"	"POS_SCONJ"	1083	1.76407862525484
"258"	"Ovid_narrative"	"POS_VERB"	11720	1.47896157427075
"259"	"Ovid_speech"	"MORPH_CASE_ABL"	3588	-2.96331631512482
"260"	"Ovid_speech"	"MORPH_CASE_ACC"	5835	-2.25171479773672
"261"	"Ovid_speech"	"MORPH_CASE_DAT"	1007	1.1912259380334
"262"	"Ovid_speech"	"MORPH_CASE_GEN"	1419	-1.05561207285597
"263"	"Ovid_speech"	"MORPH_CASE_LOC"	3	-0.484124648263679
"264"	"Ovid_speech"	"MORPH_CASE_NOM"	5712	-0.83886256571036
"265"	"Ovid_speech"	"MORPH_CASE_VOC"	172	1.14882182587336
"266"	"Ovid_speech"	"MORPH_GENDER_FEM"	6069	-0.535533955764906
"267"	"Ovid_speech"	"MORPH_GENDER_MASC"	6177	-5.11895460709021
"268"	"Ovid_speech"	"MORPH_GENDER_NEUT"	4588	-1.00252064386428
"269"	"Ovid_speech"	"MORPH_MOOD_GDV"	75	1.30851410366868
"270"	"Ovid_speech"	"MORPH_MOOD_GER"	40	0.151472750802879
"271"	"Ovid_speech"	"MORPH_MOOD_IMP"	407	2.9611800496172
"272"	"Ovid_speech"	"MORPH_MOOD_IND"	4378	2.58687615348239
"273"	"Ovid_speech"	"MORPH_MOOD_SUB"	804	3.77408684398764
"274"	"Ovid_speech"	"MORPH_NUMBER_PLUR"	6787	-3.64992025734256
"275"	"Ovid_speech"	"MORPH_NUMBER_SING"	16530	1.53476094205272
"276"	"Ovid_speech"	"MORPH_PERSON_1"	1535	10.8429882653456
"277"	"Ovid_speech"	"MORPH_PERSON_2"	1278	6.14071280069095
"278"	"Ovid_speech"	"MORPH_PERSON_3"	3691	-0.318028901820312
"279"	"Ovid_speech"	"MORPH_TENSE_FUT"	548	3.56175302890501
"280"	"Ovid_speech"	"MORPH_TENSE_PAST"	2732	0.665939555194637
"281"	"Ovid_speech"	"MORPH_TENSE_PQP"	161	0.168485673333094
"282"	"Ovid_speech"	"MORPH_TENSE_PRES"	4599	1.84449361962207
"283"	"Ovid_speech"	"MORPH_VERBFORM_FIN"	5591	4.39088280359618
"284"	"Ovid_speech"	"MORPH_VERBFORM_INF"	832	1.3094040975173
"285"	"Ovid_speech"	"MORPH_VERBFORM_PART"	1620	-2.39827488933056
"286"	"Ovid_speech"	"MORPH_VERBFORM_SUP"	0	-0.645005679347696
"287"	"Ovid_speech"	"MORPH_VOICE_ACT"	5162	0.350770068947994
"288"	"Ovid_speech"	"MORPH_VOICE_PASS"	1917	0.381030077991532
"289"	"Ovid_speech"	"POS_ADJ"	2978	-3.28348219628965
"290"	"Ovid_speech"	"POS_ADP"	1165	-0.504070793172909
"291"	"Ovid_speech"	"POS_ADV"	1702	-0.471998657305826
"292"	"Ovid_speech"	"POS_AUX"	962	9.44184305247635
"293"	"Ovid_speech"	"POS_CCONJ"	2926	-0.858460785273555
"294"	"Ovid_speech"	"POS_DET"	2039	3.71487015162571
"295"	"Ovid_speech"	"POS_INTJ"	96	0.350520617683547
"296"	"Ovid_speech"	"POS_NOUN"	8287	-3.22254513033236
"297"	"Ovid_speech"	"POS_PART"	450	1.59213514143602
"298"	"Ovid_speech"	"POS_PRON"	1708	5.74068234993487
"299"	"Ovid_speech"	"POS_PROPN"	1079	-4.0804261350307
"300"	"Ovid_speech"	"POS_SCONJ"	787	2.54606567170962
"301"	"Ovid_speech"	"POS_VERB"	7079	0.531990205925354
"302"	"Ilias Latina_narrative"	"MORPH_CASE_ABL"	875	0.213769933927962
"303"	"Ilias Latina_narrative"	"MORPH_CASE_ACC"	1235	-0.0753873951785831
"304"	"Ilias Latina_narrative"	"MORPH_CASE_DAT"	106	-0.641289461907727
"305"	"Ilias Latina_narrative"	"MORPH_CASE_GEN"	309	0.0306421725282119
"306"	"Ilias Latina_narrative"	"MORPH_CASE_LOC"	1	-0.0546494874748564
"307"	"Ilias Latina_narrative"	"MORPH_CASE_NOM"	1159	0.0190251849600601
"308"	"Ilias Latina_narrative"	"MORPH_CASE_VOC"	12	-0.321668791715148
"309"	"Ilias Latina_narrative"	"MORPH_GENDER_FEM"	1046	-0.627763155136828
"310"	"Ilias Latina_narrative"	"MORPH_GENDER_MASC"	1795	1.05135891208867
"311"	"Ilias Latina_narrative"	"MORPH_GENDER_NEUT"	809	-0.56383616084093
"312"	"Ilias Latina_narrative"	"MORPH_MOOD_GDV"	4	-0.197855314053861
"313"	"Ilias Latina_narrative"	"MORPH_MOOD_GER"	3	-0.197652324131574
"314"	"Ilias Latina_narrative"	"MORPH_MOOD_IMP"	13	-0.63403692894112
"315"	"Ilias Latina_narrative"	"MORPH_MOOD_IND"	901	0.759958617734416
"316"	"Ilias Latina_narrative"	"MORPH_MOOD_SUB"	70	-0.357004386615116
"317"	"Ilias Latina_narrative"	"MORPH_NUMBER_PLUR"	1657	0.43384123325644
"318"	"Ilias Latina_narrative"	"MORPH_NUMBER_SING"	3032	-0.172818955588305
"319"	"Ilias Latina_narrative"	"MORPH_PERSON_1"	15	-1.19327765010523
"320"	"Ilias Latina_narrative"	"MORPH_PERSON_2"	31	-1.15292857974868
"321"	"Ilias Latina_narrative"	"MORPH_PERSON_3"	977	1.19448259519954
"322"	"Ilias Latina_narrative"	"MORPH_TENSE_FUT"	11	-0.829794648656271
"323"	"Ilias Latina_narrative"	"MORPH_TENSE_PAST"	482	-0.151391968383591
"324"	"Ilias Latina_narrative"	"MORPH_TENSE_PQP"	42	0.283368361138437
"325"	"Ilias Latina_narrative"	"MORPH_TENSE_PRES"	830	0.0732441540602018
"326"	"Ilias Latina_narrative"	"MORPH_VERBFORM_FIN"	984	0.426005995862483
"327"	"Ilias Latina_narrative"	"MORPH_VERBFORM_INF"	63	-0.816045635654153
"328"	"Ilias Latina_narrative"	"MORPH_VERBFORM_PART"	318	-0.465144294139261
"329"	"Ilias Latina_narrative"	"MORPH_VERBFORM_SUP"	0	-0.129929951916513
"330"	"Ilias Latina_narrative"	"MORPH_VOICE_ACT"	1008	0.086820744658992
"331"	"Ilias Latina_narrative"	"MORPH_VOICE_PASS"	341	-0.140396020001293
"332"	"Ilias Latina_narrative"	"POS_ADJ"	735	0.1026538227565
"333"	"Ilias Latina_narrative"	"POS_ADP"	267	0.234517021043134
"334"	"Ilias Latina_narrative"	"POS_ADV"	340	-0.0332976524404366
